Period Start Date,Period End Date,Total Payable,Currency,Transaction Key,Transaction Posted Timestamp,Transaction Type,Transaction Description,Customer Order #,Customer Order line #,Purchase Order #,Purchase Order line #,Amount,Amount Type,Ship Qty,Commission Rate,Base Commission Rate,Transaction Reason Description,Partner Item Id,Partner GTIN,Partner Item Name,Product Tax Code,Ship to State,Ship to City,Ship to Zipcode,Contract Category,Product Type,Commission Rule,Shipping Method,Fulfillment Type,Fulfillment Details,Original Commission,Commission Incentive Program,Commission Saving,Customer Promo Type,Total Walmart Funded Savings Program,Campaign Id,Item Condition,Original charge,Charge Savings,Incentive Program Name,Ship to country,Store Id
"",,,,2026_07_15_729565,07/14/2026,Sale,Purchase,200015013336502,1,129119687275981,1,1.82,Product tax,2,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,SC,Sharon,29742,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_15_729565,07/14/2026,Sale,Purchase,200015013336502,1,129119687275981,1,-1.82,Product tax withheld,2,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,SC,Sharon,29742,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_15_729565,07/14/2026,Sale,Purchase,200015013336502,1,129119687275981,1,-3.90,Commission on Product,2,15.00,15.00,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,SC,Sharon,29742,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-3.90,,0.00,,,,,,,,USA,
"",,,,2026_07_14_430085,07/13/2026,Adjustment,WFS Fulfillment fee,200015013131047,1,119119460299799,1,-4.95,Fee/Reimbursement,,,,,OH-FMAF-37NW,00794302517501,Professional Microfiber Towels for Cars ? 6 Pack ? [12 in x 12 in] ? Scratch-Free ? Reusable Edgeless Car Wash Towel,2038710,MO,Kansas City,64123,Home & Garden,Cleaning Cloths & Wipes,,,Walmart-fulfilled(WFS),,,,,,,,,-4.95,0.00,,USA,
"",,,,2026_07_14_430086,07/13/2026,Sale,Purchase,200015013131047,1,119119460299799,1,14.99,Product Price,1,,,,OH-FMAF-37NW,00794302517501,Professional Microfiber Towels for Cars ? 6 Pack ? [12 in x 12 in] ? Scratch-Free ? Reusable Edgeless Car Wash Towel,2038710,MO,Kansas City,64123,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_14_430086,07/13/2026,Sale,Purchase,200015013131047,1,119119460299799,1,1.12,Product tax,1,,,,OH-FMAF-37NW,00794302517501,Professional Microfiber Towels for Cars ? 6 Pack ? [12 in x 12 in] ? Scratch-Free ? Reusable Edgeless Car Wash Towel,2038710,MO,Kansas City,64123,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_14_430086,07/13/2026,Sale,Purchase,200015013131047,1,119119460299799,1,-1.12,Product tax withheld,1,,,,OH-FMAF-37NW,00794302517501,Professional Microfiber Towels for Cars ? 6 Pack ? [12 in x 12 in] ? Scratch-Free ? Reusable Edgeless Car Wash Towel,2038710,MO,Kansas City,64123,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_14_430086,07/13/2026,Sale,Purchase,200015013131047,1,119119460299799,1,-2.25,Commission on Product,1,15.00,15.00,,OH-FMAF-37NW,00794302517501,Professional Microfiber Towels for Cars ? 6 Pack ? [12 in x 12 in] ? Scratch-Free ? Reusable Edgeless Car Wash Towel,2038710,MO,Kansas City,64123,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-2.25,,0.00,,,,,,,,USA,
"",,,,2026_07_23_1542467,07/22/2026,Sale,Purchase,200015013009812,1,129120437938868,1,12.99,Product Price,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,CA,Santa Fe Springs,90670,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_23_1542467,07/22/2026,Sale,Purchase,200015013009812,1,129120437938868,1,1.43,Product tax,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,CA,Santa Fe Springs,90670,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_23_1542467,07/22/2026,Sale,Purchase,200015013009812,1,129120437938868,1,-1.43,Product tax withheld,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,CA,Santa Fe Springs,90670,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_23_1542467,07/22/2026,Sale,Purchase,200015013009812,1,129120437938868,1,-1.95,Commission on Product,1,15.00,15.00,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,CA,Santa Fe Springs,90670,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_23_1557242,07/22/2026,Adjustment,WFS Fulfillment fee,200015013009812,1,129120437938868,1,-3.45,Fee/Reimbursement,,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,CA,Santa Fe Springs,90670,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_25_1794534,07/24/2026,Sale,Purchase,200015012798918,1,119120670995780,1,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,WI,Milwaukee,53222,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_1794534,07/24/2026,Sale,Purchase,200015012798918,1,119120670995780,1,0.95,Product tax,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,WI,Milwaukee,53222,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_1794534,07/24/2026,Sale,Purchase,200015012798918,1,119120670995780,1,-0.95,Product tax withheld,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,WI,Milwaukee,53222,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_25_1794534,07/24/2026,Sale,Purchase,200015012798918,1,119120670995780,1,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,WI,Milwaukee,53222,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_25_1808246,07/24/2026,Adjustment,WFS Fulfillment fee,200015012798918,1,119120670995780,1,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,WI,Milwaukee,53222,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_23_360948,07/22/2026,Sale,Purchase,200015012621002,6,129120332929547,6,12.99,Product Price,1,,,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,MO,Lees Summit,64081,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_23_360948,07/22/2026,Sale,Purchase,200015012621002,6,129120332929547,6,0.91,Product tax,1,,,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,MO,Lees Summit,64081,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_23_360948,07/22/2026,Sale,Purchase,200015012621002,6,129120332929547,6,-0.91,Product tax withheld,1,,,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,MO,Lees Summit,64081,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_23_360948,07/22/2026,Sale,Purchase,200015012621002,6,129120332929547,6,-1.95,Commission on Product,1,15.00,15.00,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,MO,Lees Summit,64081,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_23_369318,07/22/2026,Adjustment,WFS Fulfillment fee,200015012621002,6,129120332929547,6,-3.45,Fee/Reimbursement,,,,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,MO,Lees Summit,64081,Home & Garden,Cleaning Cloths & Wipes,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_24_1500546,07/23/2026,Sale,Purchase,200015012561705,2,119120564593890,2,11.99,Product Price,1,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,NY,Watertown,13601,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_24_1500546,07/23/2026,Sale,Purchase,200015012561705,2,119120564593890,2,-1.80,Commission on Product,1,15.00,15.00,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,NY,Watertown,13601,Health & Personal Care,Adhesive Bandages,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_24_1522146,07/23/2026,Adjustment,WFS Fulfillment fee,200015012561705,2,119120564593890,2,-3.45,Fee/Reimbursement,,,,,64-9HU1-73NV,00794302517341,Premium Elastic Bandage Wrap - 6pk (2x2 2x3 2x4) - Strong Self-Closing Compression Bandage Wrap,2038723,NY,Watertown,13601,Health & Personal Care,Adhesive Bandages,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_17_1326028,07/16/2026,Adjustment,WFS Fulfillment fee,200015012498169,1,129119795063542,1,-3.45,Fee/Reimbursement,,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,MD,Gaithersburg,20877,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_17_1326029,07/16/2026,Sale,Purchase,200015012498169,1,129119795063542,1,18.89,Product Price,1,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,MD,Gaithersburg,20877,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_17_1326029,07/16/2026,Sale,Purchase,200015012498169,1,129119795063542,1,1.13,Product tax,1,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,MD,Gaithersburg,20877,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_17_1326029,07/16/2026,Sale,Purchase,200015012498169,1,129119795063542,1,-1.13,Product tax withheld,1,,,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,MD,Gaithersburg,20877,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_17_1326029,07/16/2026,Sale,Purchase,200015012498169,1,129119795063542,1,-2.83,Commission on Product,1,15.00,15.00,,GC-5KKG-GJNW,00794302517457,100% Waterproof Cast Covers for Shower Arm - Tight Seal - 2pk Adult Reusable Cast Protectors - Full Arm Bag Sleeves for Wounds Care - After Surgery Shower Bag for Hand Wrist Elbow Forearm,2038710,MD,Gaithersburg,20877,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-2.83,,0.00,,,,,,,,USA,
"",,,,2026_07_21_1218165,07/20/2026,Adjustment,WFS Fulfillment fee,200015012418779,1,129120125479440,1,-3.45,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,OH,Warren,44484,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_21_1218166,07/20/2026,Sale,Purchase,200015012418779,1,129120125479440,1,11.99,Product Price,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,OH,Warren,44484,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_21_1218166,07/20/2026,Sale,Purchase,200015012418779,1,129120125479440,1,0.81,Product tax,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,OH,Warren,44484,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_21_1218166,07/20/2026,Sale,Purchase,200015012418779,1,129120125479440,1,-0.81,Product tax withheld,1,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,OH,Warren,44484,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_21_1218166,07/20/2026,Sale,Purchase,200015012418779,1,129120125479440,1,-1.80,Commission on Product,1,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,OH,Warren,44484,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.80,,0.00,,,,,,,,USA,
"",,,,2026_07_18_1139873,07/17/2026,Adjustment,WFS Fulfillment fee,200015011727357,2,129119913711976,2,-4.95,Fee/Reimbursement,,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,PA,Marcus Hook,19061,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-4.95,0.00,,USA,
"",,,,2026_07_18_1139874,07/17/2026,Sale,Purchase,200015011727357,2,129119913711976,2,13.99,Product Price,1,,,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,PA,Marcus Hook,19061,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_18_1139874,07/17/2026,Sale,Purchase,200015011727357,2,129119913711976,2,-2.10,Commission on Product,1,15.00,15.00,,HN-KDR6-YSNV,00794302517402,Premium Gauze Rolls - 36 Pack - 3 x 4.1yd First Aid Rolled Gauze - Individually Wrapped with 2 Bonus Tapes - Breathable Conforming Stretch Wrap for Wounds,2038945,PA,Marcus Hook,19061,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-2.10,,0.00,,,,,,,,USA,
"",,,,2026_07_15_150898,07/14/2026,Sale,Purchase,200015011673197,2,129119586087651,2,35.97,Product Price,3,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,TX,Waco,76710,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_15_150898,07/14/2026,Sale,Purchase,200015011673197,2,129119586087651,2,-5.40,Commission on Product,3,15.00,15.00,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,TX,Waco,76710,Health & Personal Care,First Aid Gauze & Pads,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-5.40,,0.00,,,,,,,,USA,
"",,,,2026_07_15_167192,07/14/2026,Adjustment,WFS Fulfillment fee,200015011673197,2,129119586087651,2,-10.35,Fee/Reimbursement,,,,,LQ-NFKV-9NEW,00794302517310,Gauze Rolls - 24 Pack - 4 x 4.1yd Breathable Rolled Gauze - Individually Wrapped with Bonus Tape - First Aid Conforming Stretch Wrap for Wounds,2038945,TX,Waco,76710,Health & Personal Care,First Aid Gauze & Pads,,,Walmart-fulfilled(WFS),,,,,,,,,-10.35,0.00,,USA,
"",,,,2026_07_14_1986363,07/13/2026,Adjustment,WFS Fulfillment fee,200015011171616,1,129119584439920,1,-3.45,Fee/Reimbursement,,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,FL,Wauchula,33873,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_14_1986364,07/13/2026,Sale,Purchase,200015011171616,1,129119584439920,1,12.99,Product Price,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,FL,Wauchula,33873,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_14_1986364,07/13/2026,Sale,Purchase,200015011171616,1,129119584439920,1,0.91,Product tax,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,FL,Wauchula,33873,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_14_1986364,07/13/2026,Sale,Purchase,200015011171616,1,129119584439920,1,-0.91,Product tax withheld,1,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,FL,Wauchula,33873,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_14_1986364,07/13/2026,Sale,Purchase,200015011171616,1,129119584439920,1,-1.95,Commission on Product,1,15.00,15.00,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,FL,Wauchula,33873,Health & Personal Care,Bathing Cast & Wound Covers,BSE-59-19.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_14_1138964,07/13/2026,Sale,Purchase,200015011170801,4,129119584387428,4,12.99,Product Price,1,,,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,TX,Grand Prairie,75052,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_14_1138964,07/13/2026,Sale,Purchase,200015011170801,4,129119584387428,4,1.07,Product tax,1,,,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,TX,Grand Prairie,75052,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_14_1138964,07/13/2026,Sale,Purchase,200015011170801,4,129119584387428,4,-1.07,Product tax withheld,1,,,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,TX,Grand Prairie,75052,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,,,,,,,,,,,USA,
"",,,,2026_07_14_1138964,07/13/2026,Sale,Purchase,200015011170801,4,129119584387428,4,-1.95,Commission on Product,1,15.00,15.00,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,TX,Grand Prairie,75052,Home & Garden,Cleaning Cloths & Wipes,BSE-65-11.0,Marketplace expedited,Walmart-fulfilled(WFS),Delivery,-1.95,,0.00,,,,,,,,USA,
"",,,,2026_07_14_1163423,07/13/2026,Adjustment,WFS Fulfillment fee,200015011170801,4,129119584387428,4,-3.45,Fee/Reimbursement,,,,,HM-OJN1-DYNW,00794302517464,Premium 2pk Mini +1 Free Shammy Cloth for Car Drying - 17?x13? - Super Absorbent Chamois Towel for Car - Scratch-Free Reusable & Soft,2038710,TX,Grand Prairie,75052,Home & Garden,Cleaning Cloths & Wipes,,,Walmart-fulfilled(WFS),,,,,,,,,-3.45,0.00,,USA,
"",,,,2026_07_22_1519441,07/21/2026,Adjustment,WFS Fulfillment fee,200015010840159,1,129120229233165,1,-6.90,Fee/Reimbursement,,,,,K4-MWL6-62NP,00794302517327,100% Waterproof Cast Covers for Shower Leg - 2pk - Tight Seal - Reusable Adult Half Leg Cast Protectors - Knee Ankle Foot - After Surgery Bandage and Dressing Cast Bag for Wounds and Burns,2038710,AL,Roanoke,36274,Health & Personal Care,Bathing Cast & Wound Covers,,,Walmart-fulfilled(WFS),,,,,,,,,-6.90,0.00,,USA,
